13.84 13.63 15.64 14.68 15.24 15.36 15.30 15.81 15.22 14.87
12.72 13.42 14.75 14.31 15.17 15.29 15.05 15.17 15.15 14.78
7.08 8.46 7.59 9.53 8.23 13.40 8.05 9.47 9.02 7.54
0.00 8.82 6.30 6.20 11.66 7.62 7.36 7.72 5.90 6.42
10.16 12.38 12.44 12.96 13.38 14.52 13.77 14.36 13.79 13.73
4.74 8.64 9.13 9.65 8.93 13.40 8.80 9.58 7.78 6.46
12.83 9.89 12.70 12.37 12.54 13.06 12.74 13.93 14.04 13.40
7.01 8.83 9.03 6.32 6.61 7.30 7.47 9.44 7.96 5.79
9.75 9.68 10.01 10.18 14.36 11.27 12.01 12.17 10.41 12.14
0.00 0.00 9.00 9.47 4.78 8.48 7.37 9.29 6.05 6.83
8.73 0.00 6.53 8.86 9.24 9.10 0.00 0.00 0.00 0.00
13.14 13.48 14.03 14.58 14.58 15.29 14.86 15.35 15.07 14.85
7.96 11.46 11.25 10.84 14.69 13.99 11.83 13.64 13.40 12.54
0.00 5.53 0.00 7.86 8.50 8.42 0.00 0.00 0.00 0.00
0.00 8.20 6.02 6.07 7.43 13.39 5.51 9.17 7.42 2.83
13.70 12.73 14.03 14.21 14.01 14.68 13.81 14.86 14.66 14.48
8.16 11.11 13.41 11.54 11.99 11.72 12.02 12.73 12.89 11.59
0.00 2.48 2.48 7.71 8.54 8.25 0.00 0.00 0.00 0.00
13.28 12.79 13.62 14.30 13.63 14.18 14.21 14.52 14.23 14.31
0.00 8.83 7.44 5.87 5.48 7.48 6.75 7.68 7.93 5.72
7.92 10.01 13.02 10.94 12.61 11.29 11.77 13.71 12.36 12.49
13.02 12.48 13.06 13.81 13.33 14.23 13.84 14.21 13.71 13.93
7.04 9.09 8.73 8.13 11.71 13.42 9.32 9.68 9.51 8.35
0.00 8.86 6.45 7.67 8.08 8.54 7.81 7.67 8.43 7.18
0.00 8.88 7.21 9.31 9.76 10.16 4.80 0.00 0.00 0.00
7.04 8.86 8.95 6.48 8.46 8.50 7.71 7.20 5.29 5.20
